exon_num	whole_gene_len	5UTR_len	3UTR_len	CDS_len	last_CDS_len
ZNF232	5	2179	655	189	1335	710
RABEP1	18	5365	187	2589	2589	102
NLRP1	18	4788	366	0	4422	320
PITPNM3	20	7086	88	4073	2925	306
TEKT1	8	3421	130	2034	1257	208
CLEC10A	9	1797	329	517	951	169
DLG4	22	3975	853	818	2304	107
ZBTB4	4	5866	250	2574	3042	1951
FXR2	17	2957	335	600	2022	96
DNAH2	86	14955	1460	211	13284	155
NAA38	5	556	211	45	300	113
PFAS	28	5371	133	1221	4017	311
MYH10	43	7762	139	1599	6024	145
PIK3R5	19	4495	130	1722	2643	148
NTN1	7	5954	107	4032	1815	329
USP43	15	3500	96	47	3357	1037
GLP2R	13	1882	431	329	1122	336
GAS7	15	8033	163	6619	1251	114
MYH13	41	6296	164	315	5817	15
DNAH9	69	13750	68	221	13461	228
MAP2K4	12	3856	53	2570	1233	114
MYOCD	14	8466	200	5305	2961	572
ARHGAP44	22	3001	79	597	2325	8
HS3ST3A1	2	2527	798	508	1221	622
COX10	7	2873	77	1464	1332	404
TEKT3	9	1785	187	125	1473	217
CDRT4	4	2498	281	1758	459	428
TVP23C-CDRT4	7	2833	113	2225	495	33
CDRT1	12	2145	0	0	2145	139
RP11-385D13.1	17	5514	44	2608	2862	85
ZSWIM7	6	703	90	190	423	117
NCOR1	46	10720	258	3139	7323	188
PIGL	7	1137	17	361	759	99
ZNF624	6	4241	92	1551	2598	2222
MPRIP	24	3846	0	768	3078	33
PEMT	8	960	53	271	636	15
RAI1	6	7662	469	1472	5721	12
TOM1L2	15	2418	84	810	1524	149
DRG2	13	1964	138	731	1095	87
SHMT1	12	2464	135	877	1452	170
LGALS9C	11	1730	81	578	1071	147
SLC5A10	15	4436	571	2164	1701	107
GRAPL	4	1308	151	800	357	58
EPN2	11	4871	484	2461	1926	299
ALDH3A2	12	2785	249	1009	1527	84
ULK2	28	3908	519	278	3111	59
SPECC1	15	3363	83	73	3207	90
KSR1	22	2731	445	0	2286	4
NOS2	27	4176	234	480	3462	108
NLK	11	4047	718	1745	1584	55
ALDOC	10	1722	216	411	1095	96
PROCA1	5	1137	0	42	1095	655
FAM222B	5	556	280	189	87	5
SEZ6	18	4195	179	1031	2985	33
MYO18A	42	9992	181	3646	6165	145
TAOK1	20	12407	519	8882	3006	462
CORO6	11	2603	214	970	1419	126
SSH2	16	4538	93	92	4353	2091
EFCAB5	23	5132	192	428	4512	191
NSRP1	7	2541	63	801	1677	1060
BLMH	12	2365	175	822	1368	152
CRLF3	8	2957	125	1503	1329	257
ADAP2	11	2934	335	1453	1146	35
NF1	58	12425	383	3522	8520	143
SUZ12	16	4491	229	2042	2220	346
ZNF207	14	4672	106	3084	1482	11
LIG3	20	8400	133	5237	3030	234
FNDC8	4	1388	115	298	975	153
SLFN5	5	10591	148	7767	2676	817
SLFN12L	5	2752	879	19	1854	563
MMP28	9	2033	247	604	1182	14
TBC1D3B	14	2081	117	314	1650	569
TBC1D3F	14	2117	157	472	1488	407
GGNBP2	14	2847	316	437	2094	204
AATF	12	2141	251	207	1683	64
ACACA	56	9961	481	2328	7152	124
DDX52	15	6362	44	4518	1800	58
TBC1D3D	14	2116	157	309	1650	569
SOCS7	10	7857	0	6111	1746	121
SRCIN1	20	4644	137	853	3654	135
LINC00672	2	3692	526	3088	78	604
CACNB1	14	3742	208	1737	1797	465
FBXL20	16	1739	254	174	1311	108
ERBB2	31	4792	797	317	3678	356
GSDMA	12	1546	48	160	1338	243
WIPF2	8	7474	240	5911	1323	41
TNS4	13	4067	159	1760	2148	142
SMARCE1	11	5840	781	3823	1236	209
RP5-1028K7.3	13	2502	42	1572	888	229
P3H4	9	2791	467	1010	1314	23
ZNF385C	9	1572	72	0	1500	237
STAT5B	19	5103	169	2570	2364	127
STAT3	24	5047	313	2421	2313	56
ATP6V0A1	22	4128	123	1491	2514	94
FAM134C	9	3759	60	2298	1401	458
EZH1	21	4623	122	2257	2244	61
BRCA1	24	5936	232	49	5655	125
LINC00854	4	649	0	142	507	27
DHX8	23	3809	75	188	3546	103
MEOX1	4	1206	256	530	420	123
DUSP3	3	4110	64	3488	558	206
MPP2	14	4938	835	2444	1659	177
ASB16	5	2139	84	693	1362	186
GPATCH8	8	4692	31	152	4509	3886
GJC1	3	7640	270	6179	1191	1211
PLEKHM1	12	5263	134	1958	3171	112
CRHR1	15	2695	910	1062	723	141
MAPT	15	6816	322	4163	2331	216
LRRC37A2	15	5669	495	71	5103	49
ARL17A	5	798	87	333	378	119
AC138645.2	4	426	0	0	426	91
AC138645.1	3	267	0	0	267	8
NSF	21	3983	107	1641	2235	22
WNT3	5	3355	163	2124	1068	480
GOSR2	7	855	31	182	642	59
RP11-156P1.2	10	889	60	130	699	23
RP11-290H9.2	18	2785	0	423	2362	96
NPEPPS	24	2864	30	86	2748	153
TBKBP1	9	4121	849	1424	1848	129
SCRN2	8	1548	126	144	1278	159
CDK5RAP3	14	1975	109	270	1596	66
IGF2BP1	15	8274	334	6206	1734	93
B4GALNT2	11	1819	115	261	1443	206
PHB	8	1952	190	943	819	213
SPOP	11	2985	366	1494	1125	145
KAT7	15	9644	280	7528	1836	102
ITGA3	26	4888	330	1402	3156	111
COL1A1	51	6727	119	2213	4395	147
ACSF2	17	2251	43	285	1923	51
CACNA1G	38	7648	0	514	7134	735
LUC7L3	11	2284	134	680	1470	191
SPAG9	30	8273	209	4098	3966	116
MBTD1	17	5382	344	3151	1887	119
CA10	10	2935	677	1271	987	23
TOM1L1	16	2507	353	723	1431	61
STXBP4	18	15590	207	13721	1662	115
HLF	4	5547	473	4186	888	216
ANKFN1	20	3840	0	390	3450	797
CUEDC1	11	3621	414	2046	1161	68
EPX	13	2708	110	450	2148	202
TSPOAP1	32	5947	164	209	5574	30
HSF5	7	3079	66	1585	1428	71
TEX14	33	4927	118	333	4476	37
PPM1E	7	6542	129	4145	2268	1058
SKA2	4	2798	106	2326	366	69
GDPD1	10	1821	137	739	945	123
YPEL2	5	5217	318	4539	360	90
CLTC	32	8587	443	3104	5040	125
RPS6KB1	16	5479	427	3633	1419	238
USP32	34	5171	195	161	4815	174
C17orf64	6	950	84	155	711	86
TBX4	9	3398	163	1594	1641	620
BRIP1	20	6048	268	2030	3750	845
MED13	30	10465	77	3863	6525	133
EFCAB3	12	1694	71	150	1473	327
TLK2	23	3608	703	1099	1806	174
MRC2	30	5988	402	1146	4440	221
MARCH10	12	3214	285	388	2541	56
TANC2	26	6404	0	401	6003	1957
CYB561	6	3007	153	2098	756	193
DCAF7	7	6340	217	5094	1029	173
ERN1	22	7876	96	4846	2934	213
TEX2	14	4852	173	1295	3384	123
PECAM1	16	6831	213	4401	2217	30
POLG2	8	1564	68	38	1458	166
SMURF2	19	2918	188	483	2247	100
LRRC37A3	14	5665	531	229	4905	46
RGS9	19	2308	0	283	2025	133
AXIN2	11	4259	314	1413	2532	127
PRKCA	17	8751	26	6706	2019	165
CACNG5	6	1311	237	246	828	258
CACNG4	4	3380	2	2394	984	539
PITPNC1	10	6182	696	4679	807	6
BPTF	30	11292	61	2090	9141	37
ARSG	12	4642	796	2268	1578	275
SLC16A6	7	3807	165	2070	1572	251
PRKAR1A	12	3697	238	2313	1146	173
FAM20A	11	2955	723	606	1626	265
ABCA8	40	5088	189	33	4866	99
MAP2K6	12	2870	287	1578	1005	78
KCNJ16	6	4190	674	2259	1257	1350
SLC39A11	10	2737	94	1635	1008	79
CD300LD	4	1303	81	637	585	112
RAB37	10	1653	2	979	672	106
CD300LF	8	1785	88	962	735	107
GRIN2C	13	4261	147	412	3702	1119
SLC16A5	7	2019	372	129	1518	154
NUP85	19	2121	71	79	1971	102
GRB2	6	3729	783	2292	654	186
RECQL5	20	3576	113	568	2895	101
GALK1	9	1445	100	166	1179	72
TRIM65	6	3439	66	1819	1554	569
EVPL	22	6614	254	258	6102	3441
RNF157	19	4955	133	2782	2040	119
QRICH2	19	5677	0	187	5490	8
UBE2O	18	5436	65	1492	3879	671
MXRA7	5	1950	58	1358	534	34
MGAT5B	18	4492	574	1539	2379	199
SEC14L1	20	2957	559	238	2160	16
SEPT9	12	3821	126	1934	1761	136
TNRC6C	23	7093	66	1192	5835	361
TMC6	20	5268	160	2690	2418	64
PGS1	10	2201	26	504	1671	120
DNAH17	81	13723	125	209	13389	248
CYTH1	14	3311	71	2043	1197	79
TIMP2	5	3415	293	2690	432	198
C1QTNF1	5	1396	391	159	846	551
RBFOX3	15	1519	513	67	939	3
TBC1D16	12	10936	116	8516	2304	249
CCDC40	20	4294	27	838	3429	249
SGSH	8	2784	87	1188	1509	560
RNF213	69	17730	145	1814	15771	154
AATK	14	5257	25	1107	4125	41
SLC38A10	16	4300	384	556	3360	1118
BAHCC1	29	10801	367	2514	7920	207
PDE6G	4	526	113	149	264	77
MAFG	3	5040	216	4335	489	453
RFNG	8	1828	8	824	996	82
CCDC57	18	3000	37	212	2751	185
C17orf62	8	2242	318	1360	564	121
FOXK2	9	5265	174	3108	1983	197
B3GNTL1	13	1787	751	283	753	81
SCGB1C2	3	478	65	125	288	33
DOC2B	9	6048	157	4652	1239	137
C17orf97	2	1839	16	551	1272	968
FAM101B	2	3621	0	3186	435	331
FAM57A	5	2412	236	1402	774	270
GEMIN4	3	1182	32	595	555	57
GLOD4	13	2497	125	863	1509	66
AC087392.1	2	57	0	0	57	47
TIMM22	4	3194	26	2583	585	77
BHLHA9	1	902	5	189	708	713
TUSC5	3	3596	339	2723	534	14
YWHAE	7	1818	209	907	702	53
MYO1C	32	5145	325	1628	3192	27
INPP5K	14	3194	861	1214	1119	57
PITPNA	12	3912	256	2843	813	45
SCARF1	11	3443	50	900	2493	860
RILP	8	1771	273	292	1206	178
PRPF8	43	7295	114	173	7008	155
WDR81	11	3808	221	914	2673	321
SERPINF2	10	2284	77	731	1476	413
SERPINF1	8	1548	163	128	1257	260
SMYD4	11	4384	168	1801	2415	154
DPH1	13	2221	45	844	1332	90
OVCA2	2	1122	112	326	684	500
HIC1	2	3156	160	851	2145	2165
SRR	8	2728	318	1387	1023	219
TSR1	15	5188	1080	1693	2415	179
MNT	6	4996	406	2841	1749	749
CLUH	26	5224	86	1208	3930	184
OR1D5	1	939	0	0	939	939
OR1D2	1	939	0	0	939	939
OR1G1	1	998	30	26	942	972
OR1A2	1	930	0	0	930	930
OR1A1	1	930	0	0	930	930
OR3A2	1	1076	39	71	966	1005
OR3A1	1	948	0	0	948	948
OR1E1	1	1307	0	362	945	945
OR3A3	1	966	0	0	966	966
OR1E2	1	972	0	0	972	972
SPATA22	9	1457	237	128	1092	192
ASPA	7	1090	148	0	942	198
TRPV1	17	4166	275	1371	2520	173
RP11-235E17.2	14	4753	30	3286	1437	413
SHPK	7	3838	103	2298	1437	413
CTNS	13	2470	459	808	1203	118
TAX1BP3	4	1377	156	846	375	138
EMC6	2	653	134	186	333	382
P2RX5	12	1642	91	255	1296	40
GSG2	1	2797	33	367	2397	2430
NCBP3	13	12770	28	10879	1863	236
CAMKK1	16	3508	13	1896	1599	73
P2RX1	12	2697	275	1222	1200	66
CYB5D2	4	1588	639	490	459	217
SPNS2	13	3447	210	1587	1650	43
MYBBP1A	27	4104	62	43	3999	36
GGT6	4	2482	297	703	1482	1043
ALOX15	15	2784	97	698	1989	180
PELP1	19	3524	749	54	2721	93
MED11	3	652	62	332	258	42
CXCL16	6	2222	423	977	822	47
ZMYND15	14	2448	66	129	2253	172
TM4SF5	5	708	31	83	594	15
VMO1	3	741	19	377	345	150
GLTPD2	4	1023	53	94	876	538
PSMB6	6	871	51	178	642	65
RP11-81A22.5	2	386	16	130	240	167
PLD2	25	3503	131	570	2802	225
CHRNE	12	2455	11	962	1482	156
C17orf107	3	3199	227	2399	573	297
GP1BA	3	2339	42	416	1881	609
SLC25A11	8	1897	341	611	945	156
RNF167	11	1728	500	175	1053	302
PFN1	3	1291	620	248	423	98
ENO3	12	1521	132	84	1305	70
SPAG7	7	1058	68	306	684	110
INCA1	8	1383	442	275	666	150
KIF1C	23	7919	357	4250	3312	684
SLC52A1	5	2377	673	357	1347	213
ZFP3	2	5206	336	3361	1509	1517
USP6	38	8464	2230	2013	4221	174
ZNF594	2	4335	156	1755	2424	2444
SCIMP	5	2383	105	1840	438	155
NUP88	17	2916	510	180	2226	64
RPAIN	7	1535	570	305	660	30
C1QBP	6	1169	82	238	849	150
DHX33	12	5618	201	3293	2124	309
DERL2	7	4209	56	3433	720	106
MIS12	3	2691	745	1328	618	658
WSCD1	10	2665	352	585	1728	353
AIPL1	6	2959	81	1723	1155	371
FAM64A	7	891	81	66	744	58
KIAA0753	19	4859	359	1596	2904	118
CTC-281F24.5	1	3537	0	0	3537	3537
TXNDC17	4	2219	325	1522	372	69
MED31	4	1654	106	1152	396	193
C17orf100	1	357	0	0	357	357
SLC13A5	12	3435	234	1494	1707	132
XAF1	7	3623	239	2478	906	57
FBXO39	4	1677	130	218	1329	129
ALOX12	14	2358	53	313	1992	180
RNASEK	4	783	148	233	402	142
RNASEK-C17orf49	7	784	0	83	701	65
C17orf49	6	996	363	54	579	65
BCL6B	9	3555	92	2023	1440	117
SLC16A13	4	1748	308	159	1281	200
SLC16A11	5	1779	410	49	1320	230
ASGR2	9	1386	197	253	936	166
ASGR1	9	1504	400	228	876	175
ACADVL	21	2227	21	169	2037	141
DVL2	15	3018	283	524	2211	449
PHF23	6	850	0	373	477	31
GABARAP	4	1634	440	840	354	66
CTD-2545G14.7	4	776	0	687	89	4
CTDNEP1	9	1724	422	567	735	61
RP1-4G17.5	4	489	46	191	252	29
ELP5	9	1304	107	246	951	115
CLDN7	5	1228	355	237	636	163
SLC2A4	11	3426	268	1628	1530	204
YBX2	9	1590	64	431	1095	51
EIF5A	7	1439	329	645	465	63
GPS2	11	1379	301	94	984	84
RP11-542C16.2	19	2571	0	1354	1217	240
NEURL4	29	5182	4	495	4683	205
KCTD11	1	2783	781	1303	699	1480
TMEM95	7	1191	82	497	612	123
TNK1	14	3122	446	690	1986	114
TMEM256-PLSCR3	11	2557	13	2337	207	9
TMEM256	4	486	53	91	342	144
NLGN2	8	4374	981	885	2508	874
SPEM1	3	982	25	27	930	725
C17orf74	3	1651	74	71	1506	1310
RP11-104H15.12	3	3591	0	0	3591	3395
TMEM102	3	1973	273	173	1527	1313
FGF11	5	928	437	185	306	71
CHRNB1	11	2557	67	984	1506	141
SLC35G6	2	1697	185	495	1017	1014
POLR2A	29	6751	399	409	5943	1187
TNFSF12	7	1553	263	540	750	252
TNFSF12-TNFSF13	11	1816	55	768	993	110
TNFSF13	7	1593	253	596	744	7
SENP3	12	2222	49	448	1725	111
SENP3-EIF4A1	21	3519	0	1896	1623	112
EIF4A1	11	1756	16	519	1221	145
CD68	6	1878	211	602	1065	134
MPDU1	7	1601	216	641	744	126
SOX15	3	1050	148	200	702	169
SHBG	8	1146	109	2	1035	149
SAT2	6	946	220	213	513	168
ATP1B2	7	3153	407	1873	873	165
TP53	12	2724	202	1496	1026	33
WRAP53	11	1818	155	16	1647	244
EFNB3	5	3222	397	1802	1023	410
KDM6B	23	5422	331	159	4932	24
TMEM88	2	875	10	385	480	270
CYB5D1	4	1870	389	1007	474	18
CHD3	40	7356	1	1175	6180	122
AC025335.1	2	2852	81	2198	573	56
AC104581.1	2	48	0	0	48	19
KCNAB3	14	2458	0	1243	1215	78
RP11-1099M24.7	6	348	0	331	17	17
TRAPPC1	5	759	60	261	438	129
CNTROB	19	3769	925	66	2778	126
GUCY2D	20	3698	150	236	3312	88
ALOX15B	14	2739	139	569	2031	180
ALOX12B	15	2502	261	135	2106	180
ALOXE3	16	3203	341	726	2136	180
HES7	4	1674	0	981	693	467
PER1	23	4707	238	596	3873	273
RP11-599B13.6	5	460	96	0	364	30
VAMP2	5	2153	96	1706	351	17
TMEM107	5	747	88	236	423	70
BORCS6	1	2575	767	734	1074	1841
AC129492.1	1	756	318	36	402	720
AURKB	9	1254	78	138	1038	174
CTC1	23	7021	8	3359	3654	140
SLC25A35	7	2136	536	712	888	28
RANGRF	5	1009	292	156	561	124
ARHGEF15	16	4159	110	1523	2526	152
ODF4	3	1156	188	194	774	185
KRBA2	2	2562	832	497	1233	1253
RP11-849F2.7	6	3087	51	2712	324	15
RPL26	4	524	42	44	438	129
RNF222	3	3062	309	2090	663	688
NDEL1	10	1858	150	721	987	8
CCDC42	7	1374	227	196	951	78
SPDYE4	6	923	177	32	714	60
MFSD6L	1	2188	229	198	1761	1990
PIK3R6	20	3041	240	536	2265	157
CFAP52	14	2193	69	261	1863	176
DHRS7C	6	1006	13	54	939	209
GSG1L2	5	882	0	0	882	259
RCVRN	3	2819	441	1775	603	110
MYH8	40	6041	95	132	5814	150
MYH4	40	6016	111	85	5820	153
MYH1	40	6024	95	109	5820	153
MYH2	40	6339	385	128	5826	153
MYH3	41	6037	88	126	5823	27
SCO1	6	9612	61	8645	906	135
ADPRM	4	1209	91	89	1029	311
TMEM220	6	3106	465	2158	483	136
LINC00675	2	1530	136	1154	240	376
PIRT	2	3810	639	2757	414	552
ZNF18	9	2767	605	512	1650	788
ELAC2	24	3148	240	427	2481	228
CDRT15	3	766	16	183	567	156
HS3ST3B1	2	5367	436	3758	1173	619
PMP22	6	816	147	312	357	38
TVP23C	7	2989	1416	1147	426	27
TRIM16	11	3206	856	655	1695	584
ZNF286A	6	5541	483	3492	1566	1232
TBC1D26	15	1868	250	865	753	87
ADORA2B	2	1735	332	404	999	664
TTC19	10	3002	469	1390	1143	149
CENPV	5	1165	63	283	819	125
UBB	3	704	100	142	462	239
TRPV2	15	2808	399	114	2295	101
LRRC75A	4	1390	28	327	1035	544
ZNF287	6	3373	618	469	2286	1571
TNFRSF13B	5	1357	13	462	882	251
PLD6	2	2560	29	1772	759	332
RP11-45M22.4	12	1693	501	904	288	104
FLCN	14	3638	455	1443	1740	202
COPS3	12	1699	209	278	1212	54
NT5M	5	1617	216	714	687	143
MED9	2	2228	56	1731	441	217
RASD1	2	1746	212	688	846	560
DRC3	14	2064	290	202	1572	114
ATPAF2	8	1564	155	539	870	138
GID4	6	4237	173	3161	903	64
MYO15A	66	11863	338	932	10593	102
ALKBH5	4	1605	441	1002	162	178
LLGL1	24	3187	6	10	3171	3
FLII	30	4338	226	302	3810	135
MIEF2	4	3364	211	1788	1365	1055
TOP3A	19	4116	229	881	3006	179
SMCR8	2	8279	480	4985	2814	454
EVPLL	11	2095	358	831	906	30
FAM106A	1	2281	43	1728	510	553
TBC1D28	10	1978	412	933	633	136
ZNF286B	5	5328	251	3508	1569	1352
TRIM16L	10	1703	626	30	1047	584
FBXW10	14	3431	221	51	3159	824
TVP23B	7	2064	299	1147	618	27
FAM83G	6	5266	224	2570	2472	390
GRAP	5	2651	711	1286	654	186
B9D1	7	928	334	150	444	45
MAPK7	7	3149	386	312	2451	154
MFAP4	6	1932	72	1020	840	248
RNF112	14	3212	215	1101	1896	471
SLC47A1	19	1998	60	177	1761	87
SLC47A2	18	2285	175	367	1743	221
ALDH3A1	11	1779	180	237	1362	15
LGALS9B	11	1713	64	578	1071	147
CDRT15L2	2	1048	20	182	846	581
CCDC144NL	4	2806	120	2020	666	95
USP22	13	5220	204	3438	1578	43
DHRS7B	7	2175	320	877	978	206
TMEM11	2	2095	472	1044	579	517
NATD1	3	4931	146	4443	342	117
MAP2K3	14	2029	337	735	957	84
KCNJ12	3	5425	895	3228	1302	1358
C17orf51	3	877	258	70	549	28
KCNJ18	3	2196	370	524	1302	1358
ABC13-47656900H15.1	5	1435	0	999	436	84
MTRNR2L1	1	1553	951	527	75	1026
WSB1	9	5139	316	3557	1266	160
AC015688.3	3	603	0	321	282	282
LGALS9	11	3114	1468	578	1068	147
RP1-66C13.4	5	582	67	35	480	42
LYRM9	5	1685	289	1159	237	18
TMEM97	4	578	286	82	210	260
IFT20	6	787	138	304	345	28
TNFAIP1	7	3627	267	2409	951	237
POLDIP2	11	2121	74	940	1107	115
TMEM199	6	3148	90	2431	627	96
SEBOX	3	666	93	0	573	381
CTB-96E2.2	4	851	0	404	447	118
VTN	8	2149	619	93	1437	113
SARM1	9	10309	371	7763	2175	130
SLC46A1	5	6376	96	4900	1380	58
SLC13A2	12	2855	420	509	1926	171
FOXN1	9	2145	198	0	1947	320
UNC119	5	1424	111	590	723	113
PIGS	12	2877	376	833	1668	276
SPAG5	24	4040	333	125	3582	72
RP11-192H23.4	3	511	20	122	369	48
SGK494	12	1233	0	0	1233	222
KIAA0100	39	7407	75	624	6708	183
SDF2	3	1568	299	633	636	288
SUPT6H	38	5569	278	110	5181	187
RAB34	11	1592	453	359	780	68
RPL23A	5	1562	613	478	471	15
TLCD1	4	1017	111	162	744	384
NEK8	15	3581	34	1468	2079	29
TRAF4	8	1456	73	69	1314	159
ERAL1	10	1925	97	514	1314	123
FLOT2	13	2756	78	1226	1452	39
DHRS13	5	1921	127	660	1134	452
PHF12	15	4759	811	933	3015	335
PIPOX	8	2414	326	915	1173	131
TIAF1	1	5337	4658	331	348	5006
CRYBA1	6	783	1	134	648	148
NUFIP2	4	10850	59	8703	2088	53
ABHD15	2	3592	171	2014	1407	526
TP53I13	7	1530	115	233	1182	113
GIT1	21	3711	171	1227	2313	213
ANKRD13B	16	2670	154	635	1881	229
SLC6A4	15	6604	576	4135	1893	75
TMIGD1	7	1201	73	339	789	4
GOSR1	9	6039	72	5214	753	125
TBC1D29	6	3018	2497	68	453	226
ATAD5	23	6869	378	956	5535	79
TEFM	4	1891	622	186	1083	438
RNF135	6	2098	14	1223	861	27
OMG	2	1947	262	362	1323	1329
EVI2B	3	1597	221	29	1347	1368
CTD-2370N5.3	3	1008	46	446	516	38
EVI2A	3	1860	337	743	780	721
COPRS	4	968	138	275	555	170
UTP6	19	4392	138	2460	1794	158
LRRC37B	15	3091	335	158	2598	63
RHOT1	21	3297	227	994	2076	118
RHBDL3	9	4661	14	3432	1215	272
C17orf75	10	4581	70	3320	1191	216
PSMD11	14	4098	263	2566	1269	143
CDK5R1	2	4325	689	2712	924	1069
TMEM98	8	4434	431	3322	681	208
SPACA3	6	949	409	99	441	67
CCL2	3	741	65	376	300	106
CCL7	3	810	70	440	300	106
CCL11	3	1079	141	644	294	106
CCL8	3	1261	466	495	300	106
CCL13	3	851	75	479	297	106
CCL1	3	592	70	231	291	103
CCT6B	14	1838	116	129	1593	70
ZNF830	1	2246	37	1090	1119	1156
RFFL	8	2030	584	354	1092	182
RAD51L3-RFFL	7	1638	200	619	819	182
RAD51D	11	2287	139	1161	987	84
NLE1	13	2588	40	1090	1458	13
UNC45B	20	5679	97	2786	2796	261
SLC35G3	1	2004	216	771	1017	1233
SLFN11	7	5030	273	2051	2706	784
SLFN12	6	2539	524	278	1737	590
SLFN13	7	6004	258	3052	2694	772
SLFN14	4	2889	36	114	2739	835
PEX12	3	2675	608	987	1080	400
RASL10B	4	3205	377	2216	612	271
GAS2L2	7	2661	28	38	2595	1558
C17orf50	3	477	45	21	411	168
TAF15	19	2011	529	132	1350	197
HEATR9	15	1974	149	112	1713	348
CCL5	4	1244	82	886	276	88
RDM1	7	1177	46	276	855	102
LYZL6	5	917	192	278	447	70
CCL16	3	1506	76	1067	363	166
CCL14	4	472	0	142	330	88
CCL15-CCL14	7	999	129	528	342	94
CCL15	4	1073	546	185	342	94
CCL23	4	569	65	141	363	112
CCL18	3	1324	63	991	270	91
CCL3	3	778	83	416	279	91
CCL4	3	904	316	309	279	88
CCL3L3	3	784	85	417	282	91
CCL4L2	3	954	218	445	291	100
TBC1D3I	14	1790	140	0	1650	569
TBC1D3G	14	2065	100	315	1650	569
TBC1D3H	14	2065	100	315	1650	569
ZNHIT3	5	951	65	418	468	182
MYO19	26	4054	523	618	2913	156
PIGW	2	2312	559	238	1515	1523
DHRS11	7	1598	212	603	783	42
MRM1	5	1857	239	556	1062	173
LHX1	5	3425	723	1481	1221	380
C17orf78	7	1862	50	984	828	78
TADA2A	16	4253	173	2748	1332	186
DUSP14	3	1537	308	632	597	689
SYNRG	22	8229	141	4143	3945	132
HNF1B	9	2977	363	940	1674	21
TBC1D3K	14	2116	157	309	1650	569
TBC1D3L	14	2065	100	315	1650	569
TBC1D3C	14	2063	98	315	1650	569
TBC1D3E	14	2076	117	309	1650	569
TBC1D3	14	2063	98	315	1650	569
MRPL45	8	1705	161	623	921	87
GPR179	11	7980	21	855	7104	5067
ARHGAP23	25	3663	0	228	3435	20
C17orf96	1	3719	926	1653	1140	2066
MLLT6	20	7578	91	4205	3282	42
AC006449.2	1	366	0	0	366	366
CISD3	4	2074	124	1566	384	180
PCGF2	12	3062	702	1325	1035	378
PSMB3	6	773	91	64	618	49
CWC25	10	3234	298	1658	1278	115
C17orf98	3	632	66	101	465	158
RPL23	6	625	12	190	423	83
LASP1	8	3492	47	2659	786	174
FBXO47	11	2302	200	743	1359	116
PLXDC1	14	6252	212	4537	1503	120
ARL5C	6	540	0	0	540	49
RPL19	6	732	62	79	591	124
STAC2	11	3362	370	1756	1236	105
MED1	18	2870	206	993	1671	31
CDK12	14	5918	311	1161	4446	686
NEUROD2	2	2041	221	671	1149	1154
PPP1R1B	8	1038	288	135	615	50
STARD3	15	2132	218	576	1338	105
TCAP	3	583	11	140	432	258
PNMT	3	821	182	84	555	439
PGAP3	8	2737	93	1681	963	64
MIEN1	4	1006	292	366	348	84
GRB7	15	2243	257	387	1599	147
ZPBP2	8	1543	191	335	1017	128
GSDMB	11	1597	131	215	1251	153
ORMDL3	6	2230	1495	273	462	136
LRRC3C	2	891	50	13	828	802
PSMD3	12	2158	174	379	1605	78
CSF3	5	1583	114	854	615	165
MED24	26	3479	82	427	2970	117
THRA	10	2260	556	231	1473	363
NR1D1	8	2772	631	296	1845	200
MSL1	10	1401	264	81	1056	91
CASC3	14	4116	226	1778	2112	24
RAPGEFL1	15	1582	46	0	1536	125
CDC6	12	4810	471	2656	1683	90
RARA	9	2414	455	570	1389	218
GJD3	1	885	0	0	885	885
TOP2A	35	5758	159	1003	4596	129
IGFBP4	4	2200	275	1148	777	135
CCR7	3	2173	63	973	1137	1077
KRT222	6	1712	42	782	888	229
KRT24	8	1881	57	246	1578	104
KRT25	8	1670	61	256	1353	110
KRT26	8	1733	49	277	1407	152
KRT27	8	1612	41	191	1380	140
KRT28	8	1685	66	224	1395	143
KRT10	8	2124	10	359	1755	7
TMEM99	3	2058	304	977	777	912
KRT12	8	1867	24	358	1485	98
KRT20	8	1737	42	420	1275	98
KRT23	9	1987	425	293	1269	95
KRT39	7	1696	36	184	1476	259
KRT40	9	1772	161	315	1296	100
KRTAP3-3	1	704	36	371	297	333
KRTAP3-2	1	702	41	364	297	338
KRTAP3-1	1	594	40	257	297	337
KRTAP1-5	1	1177	47	605	525	572
KRTAP1-4	1	408	26	16	366	392
KRTAP1-3	1	972	34	434	504	538
KRTAP1-1	1	903	64	305	534	598
KRTAP2-1	2	375	0	0	375	72
KRTAP2-2	2	390	0	0	390	57
KRTAP2-3	1	875	64	424	387	451
KRTAP2-4	1	764	34	343	387	421
KRTAP4-7	2	690	26	46	618	277
KRTAP4-8	3	468	0	0	468	130
KRTAP4-16	1	708	0	0	708	708
KRTAP4-9	3	558	0	0	558	280
KRTAP4-11	1	1180	45	547	588	633
KRTAP4-12	1	1077	45	426	606	651
KRTAP4-6	1	1055	0	437	618	618
KRTAP4-5	1	879	35	298	546	581
KRTAP4-4	1	1081	40	540	501	541
KRTAP4-3	1	964	22	354	588	610
KRTAP4-2	1	763	44	308	411	455
KRTAP4-1	2	737	41	312	384	139
KRTAP9-1	3	369	0	0	369	85
KRTAP9-2	1	1005	7	473	525	532
KRTAP9-3	1	992	39	473	480	519
KRTAP9-8	2	750	27	228	495	439
KRTAP9-4	1	967	34	468	465	499
KRTAP9-9	1	981	2	469	510	512
